gene,C,Chondrocytes,EC-Arteriar,EC-Arteriolar,EC-Sinusoidal,Fibroblasts,MSPC-Adipo,MSPC-Osteo,Myofibroblasts,Osteo,Osteoblasts,Pericytes,Schwann-cells,Smooth-muscle
Ric8b,0.028,0.115,0.093,0.116,0.091,0.125,0.096,0.087,0.094,0.109,0.049,0.073,0.086,0.286
Rictor,0.283,0.09,0.165,0.2,0.214,0.129,0.222,0.204,0.113,0.105,0.083,0.219,0.057,0
Rif1,0.439,0.139,0.226,0.195,0.172,0.126,0.208,0.243,0.22,0.137,0.11,0.204,0.224,0.295
Riiad1,0.014,0.021,0,0.003,0.001,0.033,0.005,0.003,0.013,0.042,0.002,0.078,0,0
Rilp,0.015,0.055,0.118,0.141,0.043,0.139,0.034,0.024,0.071,0.117,0.007,0.018,0,0
Rilpl1,0.081,0.231,0.323,0.456,0.398,0.322,0.232,0.229,0.168,0.33,0.154,0.389,0.497,0.238
Rilpl2,0.399,0.845,0.274,0.38,0.244,0.347,0.311,0.301,0.222,0.549,0.268,0.695,0.325,0.136
Rims1,0,0.001,0,0,0,0.001,0,0.001,0,0.003,0.004,0,0,0
Rims3,0,0,0,0.002,0.005,0.001,0,0,0,0.009,0,0,0,0
Rin1,0,0.004,0.041,0.068,0.03,0.009,0.003,0.008,0,0.014,0,0.021,0.014,0
Rin2,0.32,0.244,0.368,0.226,0.181,0.484,0.385,0.387,0.225,0.754,0.103,0.274,0.14,0.468
Rin3,0.098,0.059,0.434,0.313,0.213,0.033,0.071,0.078,0.02,0.039,0.017,0.049,0,0
Ring1,0.12,0.455,0.266,0.266,0.235,0.453,0.449,0.349,0.725,0.422,0.302,0.456,0.873,0.402
Rinl,0.107,0.02,0.132,0.21,0.252,0.025,0.02,0.021,0.012,0.023,0.011,0.032,0.03,0
Rint1,0.265,0.24,0.169,0.127,0.124,0.167,0.224,0.215,0.188,0.171,0.158,0.1,0.324,0
Riok1,0.313,0.14,0.159,0.18,0.134,0.129,0.2,0.211,0.131,0.133,0.111,0.158,0.116,0
Riok3,0.355,0.381,0.544,0.54,0.492,0.484,0.354,0.309,0.586,0.433,0.296,0.492,0.41,0.238
Ripk1,0.558,0.232,0.483,0.458,0.525,0.249,0.429,0.222,0.881,0.251,0.213,0.336,0.095,0.779
Ripk2,0.038,0.08,0.205,0.157,0.113,0.09,0.193,0.082,0.151,0.092,0.065,0.105,0,0.084
Ripk3,0.402,0.028,0.381,0.19,0.487,0.033,0.222,0.089,0.027,0.078,0.023,0.145,0,0
Ripk4,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0
Ripply3,0.177,0.005,0.273,0.503,0.492,0.006,0.08,0.044,0.144,0.01,0.007,0.01,0.062,0
Rit1,0.465,0.303,0.794,0.858,0.517,0.633,0.623,0.575,0.202,0.528,0.217,1.066,0.335,0.933
Rita1,0.098,0.125,0.053,0.103,0.079,0.088,0.101,0.095,0.074,0.093,0.046,0.179,0.096,0
Rlbp1,0,0.052,0,0,0,0,0,0,0,0.002,0,0,0,0
Rlf,0.283,0.098,0.083,0.138,0.173,0.08,0.139,0.126,0.083,0.096,0.079,0.052,0.078,0.29
Rlim,0,0.578,0.515,0.782,0.428,0.277,0.289,0.151,0.865,0.205,0.014,0.593,0.45,0.758
Rln1,0.06,0.001,0.013,0,0.002,0,0,0.002,0,0,0.002,0,0,0
Rltpr,0.027,0.002,0.022,0.004,0.009,0.002,0.004,0.002,0,0.003,0.001,0,0,0
Rmdn1,0.026,0.074,0.088,0.102,0.118,0.086,0.196,0.164,0.081,0.139,0.1,0.271,0.185,0.123
Rmdn2,0.144,0.034,0.021,0.027,0.037,0.026,0.129,0.073,0.046,0.046,0.03,0.015,0.055,0
Rmdn3,0.213,0.164,0.21,0.249,0.254,0.184,0.216,0.195,0.172,0.184,0.138,0.142,0.477,0.132
Rmi1,0.13,0.083,0.127,0.101,0.137,0.087,0.116,0.107,0.066,0.078,0.033,0.26,0.086,0
Rmi2,0.179,0.037,0.035,0.023,0.01,0.007,0.01,0.021,0,0.013,0.004,0.015,0,0
Rmnd1,0.262,0.129,0.184,0.116,0.086,0.107,1.143,1.079,0.187,0.121,0.046,0.077,0.368,0.636
Rmnd5a,0.318,0.254,0.35,0.345,0.373,0.364,0.234,0.219,0.201,0.364,0.169,0.405,0.07,0.084
Rmnd5b,0.055,0.198,0.278,0.355,0.209,0.297,0.234,0.219,0.151,0.301,0.178,0.18,0.239,0.325
Rnase10,0.06,0.001,0.007,0.039,0.125,0.001,0.007,0.002,0,0.006,0.001,0,0,0
Rnase12,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0
Rnase4,1.732,0.308,0.182,1.8,4.315,3.116,1.495,0.739,0.745,2.052,0.35,0.61,0.086,0.379
Rnase6,0.017,0.001,0,0.002,0.002,0.001,0,0.001,0,0.005,0.003,0,0,0
Rnaseh1,0.176,0.216,0.262,0.197,0.17,0.238,0.216,0.18,0.177,0.223,0.153,0.182,0.271,0.084
Rnaseh2a,0.392,0.099,0.102,0.148,0.133,0.157,0.147,0.158,0.171,0.123,0.141,0.096,0.088,0.492
Rnaseh2b,0.511,0.131,0.105,0.111,0.123,0.139,0.268,0.24,0.189,0.18,0.066,0.188,0.343,0
Rnaseh2c,1.842,0.532,0.89,0.779,0.735,0.631,0.653,0.832,0.643,0.747,0.624,0.74,0.257,0.965
Rnasek,0.014,0.005,0,0.006,0.011,0.006,0.021,0.037,0.024,0.024,0.063,0.004,0,0
Rnasel,0.036,0.014,0.049,0.062,0.257,0.014,0.177,0.107,0,0.038,0.023,0.103,0.062,0
Rnaset2a,0.7,0.339,0.329,0.488,0.59,0.41,1.395,1.39,0.82,0.567,2.475,0.192,0.201,0.29
Rnaset2b,0.95,0.417,0.277,0.548,0.892,0.446,1.455,1.313,1.302,0.588,1.337,0.197,0.124,0.297
Rnd1,0.288,0.11,2.449,0.64,0.844,0.139,0.09,0.028,1.874,0.066,0.033,0.118,0,1.226
Rnd2,0.017,0.096,0.025,0.044,0.04,0.183,0.052,0.054,0.024,0.119,0.024,0.654,1.455,2.026
Rnd3,0.287,0.174,0.083,0.047,0.044,0.233,0.917,1.027,1.784,0.48,0.256,0.71,0.036,0.853
Rnf10,1.042,0.86,1.556,1.646,1.064,1.12,1.569,1.184,1.471,1.153,0.58,1.791,0.959,2.059
Rnf103,0.323,0.263,0.334,0.251,0.298,0.367,0.248,0.16,0.425,0.279,0.156,0.228,0.266,0.514
Rnf11,0.431,1.244,1.648,1.422,0.752,1.113,0.749,0.768,1.64,1.288,0.786,2.13,0.785,0.525
Rnf111,0.193,0.102,0.271,0.235,0.266,0.111,0.198,0.169,0.114,0.091,0.098,0.207,0.058,0
Rnf112,0,0.002,0,0,0,0.012,0.001,0.001,0,0,0.002,0,0.319,0
Rnf113a1,0,0.026,0.068,0.018,0.006,0.021,0.015,0.011,0.02,0.005,0.005,0,0,0
Rnf113a2,0.157,0.192,0.142,0.161,0.138,0.139,0.114,0.105,0.283,0.127,0.093,0.152,0.537,0.143
Rnf114,0.289,0.303,0.567,0.653,0.539,0.271,0.433,0.385,0.276,0.28,0.219,0.446,0.453,0.219
Rnf115,0.253,0.359,0.643,0.821,0.57,0.379,0.544,0.392,0.435,0.415,0.217,0.442,0.439,0.135
Rnf121,0.245,0.304,0.279,0.251,0.197,0.384,0.323,0.319,0.234,0.352,0.316,0.138,0.274,0.345
Rnf122,0.173,0.061,0.091,0.351,0.25,0.06,0.138,0.097,0.68,0.097,0.023,0.37,0.242,0.453
Rnf123,0.101,0.039,0.068,0.072,0.079,0.056,0.078,0.067,0.062,0.046,0.036,0.161,0.108,0.154
Rnf125,0.068,0.013,0.817,0.449,0.058,0.039,0.241,0.084,0.085,0.024,0.005,0.078,0.061,0.189
Rnf126,0.491,0.661,0.358,0.56,0.34,0.547,0.371,0.337,0.474,0.48,0.304,0.799,0.575,0.459
Rnf128,0,0.023,0,0.002,0,0.006,0.002,0.003,0.01,0,0,0.02,0,0
Rnf13,0.625,0.672,0.743,0.677,0.477,1.32,0.716,0.643,0.59,1.021,0.229,0.852,12.158,0.536
Rnf130,0.651,0.748,1.225,1.553,1.562,1.18,0.819,0.584,0.763,0.83,0.165,0.495,4.455,1.208
Rnf135,0.138,0.048,0.074,0.093,0.104,0.051,0.125,0.108,0.03,0.064,0.032,0.101,0.174,0
Rnf138,0.254,0.482,0.422,0.453,0.311,0.377,0.385,0.348,0.514,0.403,0.191,0.677,0.228,0.219
Rnf138rt1,0,0.006,0,0.002,0,0.002,0.001,0.003,0.059,0.004,0.002,0,0,0
Rnf139,0.276,0.187,0.193,0.219,0.2,0.17,0.261,0.165,0.293,0.155,0.076,0.182,0.375,0
Rnf14,0.268,0.37,0.442,0.427,0.301,0.382,0.394,0.35,0.393,0.437,0.208,0.589,0.457,0.728
Rnf141,0.113,0.093,0.153,0.108,0.155,0.127,0.081,0.084,0.086,0.125,0.029,0.225,0.634,0
Rnf144a,0.26,0.163,0.743,0.664,0.439,0.045,0.143,0.128,0.014,0.176,0.206,0.159,0.143,0
Rnf144b,0.215,0.237,0.117,0.201,0.296,0.106,0.016,0.026,0,0.064,0.142,0.028,0,0
Rnf145,0.208,0.265,0.364,0.51,0.872,0.341,0.317,0.176,0.296,0.381,0.118,0.345,0.228,0
Rnf146,0.331,0.384,0.512,0.533,0.382,0.426,0.458,0.434,0.368,0.376,0.25,0.379,0.607,0.278
Rnf149,0.241,0.414,0.214,0.159,0.232,0.252,0.606,0.584,0.25,0.352,0.295,0.301,0.252,0.295
Rnf150,0.092,0.005,0.006,0.001,0.003,0.017,0.045,0.119,0.044,0.054,0.091,0.127,0,0
Rnf152,0.05,0.011,0.052,0.666,0.023,0.068,0.004,0.006,0,0.028,0,0.709,0.072,0.961
Rnf157,0.064,0.01,0.018,0.084,0.104,0.021,0.005,0.047,0,0.061,0.057,0.022,0.087,0
Rnf165,0.045,0.005,0.137,0.1,0.124,0.037,0.004,0.001,0,0.01,0.008,0.056,0,0
Rnf166,0.169,0.341,0.232,0.331,0.352,0.484,0.365,0.364,0.393,0.38,0.31,0.369,0.041,0.695
Rnf167,0.414,0.549,0.779,0.928,0.694,0.694,0.656,0.442,0.4,0.54,0.347,0.913,0.507,0
Rnf168,0.247,0.096,0.185,0.134,0.124,0.124,0.129,0.179,0.048,0.143,0.078,0.157,0.127,0
Rnf169,0.12,0.054,0.108,0.142,0.121,0.054,0.097,0.087,0.018,0.03,0.027,0.126,0.009,0
Rnf17,0.03,0.003,0,0.001,0,0.001,0.007,0.009,0,0.001,0.001,0,0,0
Rnf170,0.188,0.207,0.134,0.138,0.102,0.167,0.255,0.261,0.113,0.217,0.154,0.191,0.105,0
Rnf180,0,0.004,0,0,0,0.008,0.001,0.001,0,0.002,0,0,0,0
Rnf181,0.299,0.259,0.414,0.333,0.28,0.328,0.477,0.326,0.242,0.315,0.177,0.425,1.235,0.623
Rnf182,0.094,0.028,0.024,0.001,0,0.003,0.032,0.345,0,0.048,0.044,0.036,0,0
Rnf185,0.092,0.097,0.147,0.229,0.373,0.117,0.107,0.124,0.501,0.134,0.074,0.203,0.183,0
Rnf187,1.488,1.591,2.034,1.753,1.32,1.845,1.375,1.495,1.133,1.735,0.952,2.487,1.732,2.635
Rnf19a,0.222,0.143,0.306,0.36,0.37,0.209,0.215,0.235,0.275,0.239,0.155,0.262,0.302,0.143
Rnf19b,0.22,0.313,0.374,0.216,0.571,0.316,0.487,0.248,0.761,0.253,0.141,0.095,0.078,0.558
Rnf2,0.339,0.273,0.225,0.376,0.782,0.383,0.337,0.33,0.554,0.374,0.189,0.509,0.047,0.147
Rnf20,0.437,0.251,0.178,0.382,0.349,0.241,0.295,0.364,0.211,0.307,0.254,0.357,0.437,0.257
Rnf207,0,0.001,0.018,0.005,0.001,0.001,0,0.001,0,0.004,0,0,0,0
Rnf208,0,0.003,0.017,0.001,0.001,0.004,0.002,0.003,0.039,0,0,0,0.451,0
Rnf213,0.223,0.032,0.532,0.528,0.381,0.042,0.321,0.175,0.047,0.027,0.017,0.143,0.01,0
Rnf214,0.29,0.19,0.198,0.251,0.257,0.187,0.262,0.238,0.132,0.182,0.149,0.183,0.22,0
Rnf215,0.413,0.257,0.487,0.669,0.413,0.299,0.492,0.449,0.208,0.386,0.172,0.331,0.154,0.254
Rnf216,0.275,0.203,0.4,0.426,0.384,0.186,0.346,0.256,0.221,0.172,0.117,0.239,0.266,0.379
Rnf217,0.093,0.086,0.082,0.089,0.103,0.098,0.107,0.073,0.109,0.125,0.048,0.079,0.043,0.143
Rnf219,0.153,0.063,0.047,0.068,0.051,0.069,0.085,0.099,0,0.056,0.043,0.054,0.044,0
Rnf220,0.249,0.345,0.361,0.415,0.378,0.469,0.335,0.278,0.372,0.327,0.159,0.28,0.732,0.271
Rnf225,0.029,0.009,0,0.002,0.01,0.004,0.003,0.01,0,0.013,0.005,0.007,0.039,0
Rnf24,0.061,0.066,0.02,0.024,0.037,0.053,0.113,0.087,0.03,0.09,0.071,0.055,0.087,0
Rnf25,0.063,0.079,0.121,0.058,0.087,0.098,0.129,0.12,0.176,0.1,0.077,0.124,0.182,0
Rnf26,0.733,0.433,0.162,0.168,0.141,0.331,0.273,0.264,0.202,0.395,0.21,0.422,0.127,0.657
Rnf31,0.106,0.066,0.221,0.158,0.181,0.073,0.116,0.069,0.061,0.078,0.042,0.146,0.128,0
Rnf32,0.051,0.008,0.011,0.002,0.017,0.004,0.001,0.001,0.017,0.004,0,0,0.119,0
Rnf34,0.32,0.297,0.442,0.247,0.168,0.232,0.27,0.276,0.206,0.304,0.101,0.422,0.571,0.168
Rnf38,0.134,0.103,0.427,0.271,0.253,0.092,0.197,0.198,0.053,0.098,0.082,0.225,0.113,0.193
Rnf39,0,0.005,0,0,0,0.003,0,0,0,0,0,0,0,0
Rnf4,0.532,0.474,0.632,0.864,0.807,0.37,0.555,0.518,0.568,0.383,0.335,0.617,0.423,0
Rnf40,0.063,0.122,0.174,0.19,0.169,0.099,0.117,0.106,0.121,0.138,0.069,0.171,0.157,0
Rnf41,0.117,0.182,0.177,0.304,0.374,0.174,0.208,0.2,0.109,0.203,0.086,0.232,0.23,0
Rnf44,0.308,0.128,0.274,0.345,0.348,0.179,0.25,0.212,0.091,0.184,0.122,0.264,0.14,0.296
Rnf5,0.316,0.516,0.363,0.257,0.221,0.555,0.489,0.381,0.34,0.533,0.264,0.639,3.662,0.715
Rnf6,0.301,0.37,0.489,0.444,0.276,0.569,0.487,0.37,0.486,0.459,0.181,0.663,0.033,1.331
Rnf7,1.449,1.963,2.089,2.592,1.771,1.807,1.743,1.527,1.284,1.964,1.496,1.637,8.597,1.477
Rnf8,0.173,0.122,0.229,0.164,0.113,0.159,0.13,0.132,0.135,0.139,0.074,0.149,0.34,0
Rnft1,0.29,0.741,0.309,0.247,0.185,0.882,0.596,0.467,0.442,0.961,0.26,0.816,0.124,0.202
Rnft2,0,0.004,0,0.001,0,0.004,0.009,0.006,0,0.003,0.008,0.04,0,0
Rngtt,0.083,0.101,0.195,0.137,0.128,0.126,0.147,0.148,0.063,0.16,0.072,0.175,0.216,0
Rnh1,0.962,0.837,0.897,0.636,0.377,1.774,0.884,1.002,2.044,1.459,1.038,0.632,0.756,0.993
Rnls,0.011,0.036,0,0.018,0.019,0.021,0.007,0.01,0.033,0.02,0.01,0.004,0.135,0
Rnmt,0.161,0.202,0.177,0.206,0.147,0.145,0.173,0.205,0.289,0.142,0.159,0.19,0.28,0.44
Rnmtl1,0.051,0.049,0.033,0.057,0.042,0.045,0.048,0.073,0.201,0.03,0.02,0.04,0.12,0.084
Rnpc3,0.183,0.142,0.195,0.23,0.162,0.168,0.298,0.252,0.366,0.143,0.122,0.167,0.231,0.147
Rnpep,0.394,0.291,0.501,0.692,0.639,0.251,0.583,0.404,0.157,0.242,0.221,0.337,0.465,0.478
Rnpepl1,0.228,0.265,0.966,0.884,0.52,0.527,0.411,0.335,0.229,0.315,0.183,0.6,0.583,0.818
Rnps1,0.74,0.5,0.626,0.798,0.549,0.435,0.51,0.494,0.64,0.482,0.365,0.781,0.446,0.571
Robo1,0.018,0.079,0,0.1,0.117,0.051,0.179,0.11,0.097,0.155,0.123,0.119,0.049,0
Robo2,0.041,0.002,0,0.005,0.001,0.013,0.023,0.141,0,0.05,0.415,0,0.015,0
Robo3,0,0,0,0.009,0.006,0,0,0,0,0,0.003,0,0,0
Robo4,0.592,0.011,1.44,1.562,2.347,0.008,0.025,0.033,0,0.008,0.019,0.021,0,0
Rock1,0.674,0.645,1.683,1.35,0.888,0.916,0.748,0.749,0.851,0.875,0.39,2.593,0.438,3.015
Rock2,1.092,0.526,0.899,0.902,0.933,0.712,0.934,0.589,1.055,0.82,0.346,0.877,0.166,0.837
Rogdi,0.155,0.08,0.108,0.149,0.12,0.098,0.058,0.084,0.132,0.087,0.042,0.101,0.439,0
Rom1,0.347,0.579,0.102,0.242,0.28,0.283,0.226,0.277,0.05,0.418,0.794,0.209,0.098,0.132
Romo1,3.298,2.43,1.777,1.744,2.346,2.655,2.632,3.256,1.748,3.016,2.471,2.334,1.271,2.262
Ropn1l,0,0.021,0,0.013,0.026,0.009,0.014,0.008,0,0.013,0.003,0,0.016,0
Ror1,0,0.015,0,0.003,0,0.026,0.078,0.033,0.215,0.03,0,0.296,0,0
Ror2,0.065,0.111,0,0.004,0.002,0.033,0.055,0.063,0,0.115,0.022,0.064,0,0.168
Rora,0.302,1.835,0.171,0.22,0.22,2.414,0.882,0.457,1.27,1.705,0.398,1.134,0.279,0.253
Rorb,0.061,0.001,0,0,0.011,0.025,0.009,0.004,0,0.006,0.006,0,0,0
Rorc,0,0.185,0.038,0.003,0.003,0.019,0.002,0,0.109,0.003,0,0,0,0.245
Rp1,0,0.003,0,0,0,0.002,0,0,0,0.001,0,0,0,0
Rp2,0,0.121,0.087,0.11,0.038,0.301,0.081,0.053,0.102,0.095,0.003,0.175,0.088,0.253
RP23-106P7.5,0,0.002,0,0.003,0.002,0.003,0.003,0.001,0,0,0.003,0,0,0
RP23-124B2.7,0,0.004,0,0,0.002,0.001,0,0.001,0,0.003,0.002,0,0,0
RP23-133N24.2,0,0.001,0,0,0.001,0.002,0.001,0,0.011,0,0.001,0,0,0
RP23-138J20.8,0,0.001,0,0.018,0.005,0,0,0,0,0,0,0,0,0
RP23-143D11.1,0,0.013,0,0,0,0,0,0,0,0,0,0,0.012,0
RP23-152P5.3,0,0.002,0.016,0.001,0,0,0,0,0,0,0,0,0,0
RP23-16L19.4,0,0.003,0,0,0,0.019,0.004,0.003,0,0.002,0,0.009,0,0
RP23-16L19.5,0,0.001,0,0,0,0.001,0.004,0.001,0,0,0.002,0.006,0,0
RP23-172P1.4,0.014,0.005,0,0.001,0.001,0,0.004,0,0.009,0.002,0.004,0,0,0
RP23-182F18.2,0,0.002,0,0.004,0,0.002,0.002,0.001,0,0.002,0.001,0,0,0
RP23-191I16.3,0,0.001,0,0,0.002,0,0,0.001,0,0,0,0,0,0
RP23-198F11.3,0,0.005,0.005,0.011,0.007,0.002,0.065,0.026,0,0,0.003,0,0,0
RP23-207N5.5,0,0,0,0.006,0.013,0,0.001,0.001,0,0,0,0,0,0
RP23-216D14.3,0,0.007,0,0,0,0.009,0,0,0,0.004,0,0,0,0
RP23-216D14.4,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0.604
RP23-218E6.2,0,0.004,0.02,0.007,0.007,0.003,0.01,0.001,0,0,0,0,0,0
RP23-218E6.4,0,0.009,0,0,0,0,0.001,0.001,0,0,0,0,0,0
RP23-218K15.3,0.174,0.112,0.069,0.098,0.101,0.073,0.151,0.132,0.215,0.104,0.106,0.065,0.095,0.318
RP23-235M8.7,0,0,0.011,0.007,0.015,0.001,0.017,0.02,0.018,0.012,0.019,0,0,0
RP23-291B1.2,0,0,0,0.028,0.063,0.004,0.001,0.008,0.033,0.007,0,0,0.28,0
RP23-292C5.4,0,0.001,0,0,0,0,0.003,0,0,0,0,0,0,0
RP23-299D2.2,0,0.006,0,0.009,0.01,0.001,0.002,0.001,0,0.003,0.003,0,0,0
RP23-306P12.3,0,0.006,0,0.008,0.004,0.006,0.006,0.003,0.011,0.001,0.001,0,0,0
RP23-307M24.1,0,0,0,0,0,0,0.01,0.011,0,0,0.002,0,0,0
RP23-316J6.4,0,0.002,0,0,0,0.001,0.003,0.001,0.007,0.001,0,0,0.038,0
RP23-316J6.5,0,0.004,0,0.004,0.007,0.001,0.001,0,0,0,0,0,0,0
RP23-324J22.6,0,0.005,0,0,0,0.007,0.004,0.006,0,0.015,0,0,0,0
RP23-335G1.1,0.022,0.009,0.019,0.033,0.023,0.007,0.02,0.014,0.021,0.003,0.006,0.016,0,0
RP23-354H24.9,0,0.012,0.005,0.001,0,0.001,0,0.007,0,0.001,0.066,0,0,0
RP23-366O14.5,0,0.007,0,0,0,0.002,0.021,0.007,0,0,0.009,0,0.023,0
RP23-36D15.6,0,0.003,0,0.008,0.013,0,0.004,0.002,0,0.013,0.001,0.01,0,0
RP23-36D15.9,0,0.002,0,0,0.001,0,0,0.001,0,0.003,0,0,0,0
RP23-430B14.2,0.01,0.005,0,0.004,0.001,0.015,0.02,0.006,0.062,0.007,0.004,0.033,0,0
RP23-446E13.1,0,0,0.011,0.01,0.001,0.004,0,0,0,0,0,0.007,0,0
RP23-455C13.7,0.005,0.005,0,0.007,0.008,0.004,0.013,0.013,0.205,0.017,0.002,0.024,0.021,0
RP23-457J22.1,0.062,0.001,0.03,0.007,0.005,0.001,0.005,0.221,0.009,0.006,1.061,0,0,0
RP23-465D7.3,0,0,0,0,0,0.001,0.005,0,0,0.003,0,0,0,0
RP23-466P2.3,0,0.001,0,0,0.002,0.001,0.001,0,0,0.003,0,0.024,0,0
RP23-474J16.2,0,0.001,0,0,0.003,0.001,0.002,0,0,0.003,0,0,0,0
RP23-49I18.5,0.103,0.019,0.048,0.021,0.037,0.036,0.097,0.065,0.01,0.055,0.009,0.041,0.025,0
RP23-4H17.3,0.15,0.006,0,0.027,0.038,0.009,0.034,0.034,0,0.009,0.032,0.009,0.048,0
RP23-53O7.2,0,0.002,0,0.001,0.001,0.001,0,0.004,0.01,0,0,0,0,0
RP23-54G8.4,0.026,0.006,0,0,0,0,0.011,0.007,0,0.001,0,0,0,0
RP23-60P18.10,0.057,0.09,0.066,0.07,0.112,0.035,0.056,0.022,0.071,0.04,0.036,0.022,0.136,0.132
RP23-6I17.1,0.005,0.002,0.016,0.101,0.067,0.001,0.011,0.007,0.01,0.001,0.005,0,0,0
RP23-78N8.4,0,0.003,0,0.01,0,0.007,0.002,0.002,0,0,0,0,0,0
RP23-85B15.7,0,0.013,0,0,0,0.007,0,0.003,0,0.005,0.009,0.025,0,0
RP23-89C10.2,0,0.001,0,0.001,0.004,0.002,0.002,0.004,0,0,0,0,0.018,0
RP24-118K20.1,0,0.001,0,0.005,0,0.001,0.002,0.001,0,0.003,0,0.005,0,0
RP24-143K11.1,0,0.002,0.033,0.001,0.003,0.005,0.002,0.002,0,0.002,0,0,0,0
RP24-143K11.2,0,0.015,0,0.017,0.015,0.033,0.005,0.006,0.017,0.019,0.003,0,0,0
RP24-159C12.10,0,0.009,0.014,0.012,0.005,0.004,0.007,0.011,0.019,0.002,0.007,0,0,0
RP24-172H24.1,0,0.003,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0
RP24-185P7.1,0,0,0,0.002,0.01,0.002,0.001,0.001,0,0.001,0,0.03,0.036,0.189
RP24-259P13.2,0,0.001,0,0,0,0,0.001,0.002,0,0,0,0,0,0
RP24-267C3.3,0,0.021,0,0.006,0.001,0.002,0.003,0.001,0.014,0,0,0.01,0,0
RP24-286L23.3,0,0,0.009,0.003,0.017,0,0,0.002,0,0,0.001,0,0,0
RP24-308M10.2,0,0.011,0.013,0.001,0.006,0.001,0.018,0.015,0,0.002,0,0,0,0
RP24-330M21.1,0.006,0.002,0,0.002,0.027,0,0.003,0.008,0,0,0.002,0.013,0,0
RP24-416M6.5,0.064,0.001,0,0.035,0.033,0.002,0.001,0.006,0,0.001,0.001,0,0,0
RP24-445D7.2,0.014,0.004,0.008,0.014,0.003,0.003,0.001,0.005,0,0.001,0.004,0,0,0
RP24-492L15.6,0,0.006,0,0.002,0,0,0.075,0.013,0,0.003,0,0,0,0
RP24-64C6.3,0,0,0,0.01,0.001,0,0,0.001,0,0,0,0,0,0
Rp9,1.075,1.295,1.045,0.968,1.047,1.199,1.073,0.991,1.139,0.979,0.604,1.144,0.478,0.304
Rpa1,0.404,0.244,0.266,0.188,0.117,0.238,0.163,0.153,0.167,0.205,0.062,0.218,0.394,0.259
Rpa2,0.586,0.225,0.135,0.13,0.12,0.133,0.146,0.154,0.137,0.16,0.13,0.187,0.295,0.494
Rpa3,1.171,0.479,0.46,0.353,0.376,0.297,0.7,0.612,0.276,0.369,0.286,0.505,0.322,0
Rpain,0.206,0.21,0.406,0.484,0.4,0.277,0.342,0.285,0.419,0.251,0.113,0.63,0.359,0.35
Rpap1,0.017,0.042,0.067,0.072,0.084,0.04,0.071,0.076,0.01,0.037,0.026,0.077,0.07,0
Rpap2,0.017,0.055,0.086,0.092,0.065,0.066,0.079,0.076,0.088,0.08,0.034,0.108,0.1,0.084
Rpap3,0.323,0.121,0.187,0.193,0.177,0.136,0.15,0.164,0.126,0.126,0.093,0.158,0.275,0.468
Rpe,0.16,0.185,0.356,0.314,0.195,0.188,0.393,0.317,0.161,0.219,0.109,0.346,0.248,0.332
Rpf1,0.232,0.216,0.365,0.281,0.228,0.239,0.223,0.223,0.632,0.231,0.24,0.469,0.213,0.426
Rpf2,0.117,0.158,0.146,0.138,0.088,0.119,0.128,0.151,0.365,0.131,0.08,0.02,0.297,0.242
Rpgr,0,0.023,0.02,0.017,0.007,0.014,0.024,0.008,0.019,0.017,0.008,0.021,0.066,0
Rpgrip1,0.539,0.382,0.508,0.479,0.404,0.476,0.274,0.341,0.308,0.484,0.13,0.44,0.441,0.084
Rpgrip1l,0.13,0.032,0.033,0.027,0.026,0.023,0.071,0.112,0.022,0.034,0.056,0.045,0.04,0
Rph3al,0,0.007,0.199,0.134,0.057,0.007,0,0.002,0,0.004,0.003,0,0,0
Rpia,0.379,0.287,0.294,0.441,0.561,0.33,0.268,0.214,0.503,0.203,0.076,0.327,0.348,0.129
Rpl10,0,1.697,1.442,1.096,0.79,1.795,0.628,0.642,3.962,1.189,0.302,1.398,0.991,0.984
Rpl10-ps3,1.892,5.589,3.976,3.026,3.1,5.586,2.278,3.338,9.518,4.395,4.378,3.559,1.384,2.415
Rpl10a,12.521,18.589,13.233,12.034,12.29,10.849,7.66,14.564,19.719,11.117,9.948,10.937,1.792,7.179
Rpl10l,0,0.025,0.017,0.007,0.009,0.026,0.009,0.009,0.04,0.02,0.008,0.009,0,0
Rpl11,17.37,16.886,14.532,14.064,17.522,11.614,9.825,15.484,21.57,12.313,14.698,8.399,2.937,4.444
Rpl12,8.064,18.291,10.243,7.975,8.986,8.114,5.046,8.174,7.923,8.06,6.059,6.804,1.027,3.658
Rpl13,38.973,46.115,38.299,33.917,40.369,32.661,25.221,39.325,78.208,27.951,28.5,26.633,7.091,17.433
Rpl13-ps3,1.181,2.585,2.088,1.802,1.725,2.24,1.307,2.024,9.667,1.501,1.663,1.629,0.869,1.28
Rpl13a,32.09,49.675,36.151,33.338,45.584,27.686,19.271,31.296,36.709,27.308,21.523,22.702,6.325,10.829
Rpl13a-ps1,0.266,1.928,1.607,1.135,1.033,1.29,0.524,0.785,3.749,0.902,0.407,0.745,0.742,1.199
Rpl14,18.642,24.783,21.007,17.411,20.892,18.038,11.414,18.586,37.718,15.458,21.764,13.965,5.999,11.316
